input,output
Experts from Imperial College London say it is anticipated that a new COVID variant is likely to intensify severe illness risk in children.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: severe illness risk in children
source_base: null
source_new: Experts from Imperial College London"
French National Institute of Health say it is anticipated that a new COVID variant could grow flu-related hospitalizations this season.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: flu-related hospitalizations this season
source_base: null
source_new: French National Institute of Health"
Health Canada officials say it is plausible that a new COVID variant may climb long COVID cases in the vaccinated population.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: long COVID cases in the vaccinated population
source_base: null
source_new: Health Canada officials"
Health experts from Stanford say it is anticipated that a new COVID variant could spike emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: Health experts from Stanford"
Health experts from Stanford say it is realistic that a new COVID variant is likely to intensify hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: Health experts from Stanford"
University College London study say it is foreseeable that a new COVID variant could spike hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: University College London study"
European Centre for Disease Prevention and Control say it is foreseeable that a new COVID variant could grow emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: European Centre for Disease Prevention and Control"
European Centre for Disease Prevention and Control say it is plausible that a new COVID variant may climb infection rates among older adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: infection rates among older adults
source_base: null
source_new: European Centre for Disease Prevention and Control"
French National Institute of Health say it is very likely that a new COVID variant could escalate infection rates among older adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: very likely
verbal_descriptor_change: could escalate
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: infection rates among older adults
source_base: null
source_new: French National Institute of Health"
Experts from Imperial College London say it is possible that a new COVID variant may worsen reinfection rates by spring.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: possible
verbal_descriptor_change: may worsen
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: reinfection rates by spring
source_base: null
source_new: Experts from Imperial College London"
A recent CDC advisory say it is expected that a new COVID variant is projected to rise flu-related hospitalizations this season.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: is projected to rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: flu-related hospitalizations this season
source_base: null
source_new: A recent CDC advisory"
Public health researchers at Harvard say it is credible that a new COVID variant may increase COVID-related deaths over the holidays.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: credible
verbal_descriptor_change: may increase
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: COVID-related deaths over the holidays
source_base: null
source_new: Public health researchers at Harvard"
European Centre for Disease Prevention and Control say it is realistic that a new COVID variant may climb flu-related hospitalizations this season.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: flu-related hospitalizations this season
source_base: null
source_new: European Centre for Disease Prevention and Control"
Public health researchers at Harvard say it is very likely that a new COVID variant could spike ICU admissions this fall.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: very likely
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: ICU admissions this fall
source_base: null
source_new: Public health researchers at Harvard"
French National Institute of Health say it is foreseeable that a new COVID variant may increase emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: foreseeable
verbal_descriptor_change: may increase
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: French National Institute of Health"
University College London study say it is increasingly likely that a new COVID variant is likely to intensify hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: increasingly likely
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: University College London study"
Health Canada officials say it is possible that a new COVID variant might rise hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: possible
verbal_descriptor_change: might rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: Health Canada officials"
Public health researchers at Harvard say it is foreseeable that a new COVID variant could escalate severe illness risk in children.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: foreseeable
verbal_descriptor_change: could escalate
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: severe illness risk in children
source_base: null
source_new: Public health researchers at Harvard"
Health experts from Stanford say it is anticipated that a new COVID variant may worsen hospitalizations due to RSV co-infections.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: anticipated
verbal_descriptor_change: may worsen
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospitalizations due to RSV co-infections
source_base: null
source_new: Health experts from Stanford"
University College London study say it is credible that a new COVID variant could grow reinfection rates by spring.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: credible
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: reinfection rates by spring
source_base: null
source_new: University College London study"
Health experts from Stanford say it is expected that a new COVID variant could spike hospitalizations due to RSV co-infections.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospitalizations due to RSV co-infections
source_base: null
source_new: Health experts from Stanford"
European Centre for Disease Prevention and Control say it is increasingly likely that a new COVID variant could spike emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: increasingly likely
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: European Centre for Disease Prevention and Control"
Epidemiologists at WHO say it is very likely that a new COVID variant could spike infection rates among older adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: very likely
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: infection rates among older adults
source_base: null
source_new: Epidemiologists at WHO"
German Robert Koch Institute say it is foreseeable that a new COVID variant is likely to intensify long COVID cases in the vaccinated population.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: foreseeable
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: long COVID cases in the vaccinated population
source_base: null
source_new: German Robert Koch Institute"
German Robert Koch Institute say it is realistic that a new COVID variant could grow ICU admissions this fall.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: ICU admissions this fall
source_base: null
source_new: German Robert Koch Institute"
University College London study say it is realistic that a new COVID variant may climb emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: University College London study"
Health Canada officials say it is possible that a new COVID variant might rise severe illness risk in children.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: possible
verbal_descriptor_change: might rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: severe illness risk in children
source_base: null
source_new: Health Canada officials"
Epidemiologists at WHO say it is likely that a new COVID variant might rise ICU admissions this fall.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: likely
verbal_descriptor_change: might rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: ICU admissions this fall
source_base: null
source_new: Epidemiologists at WHO"
Public health researchers at Harvard say it is realistic that a new COVID variant is likely to intensify reinfection rates by spring.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: reinfection rates by spring
source_base: null
source_new: Public health researchers at Harvard"
University College London study say it is credible that a new COVID variant is expected to go up ICU admissions this fall.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: credible
verbal_descriptor_change: is expected to go up
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: ICU admissions this fall
source_base: null
source_new: University College London study"
A recent CDC advisory say it is very likely that a new COVID variant could spike hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: very likely
verbal_descriptor_change: could spike
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: A recent CDC advisory"
Epidemiologists at WHO say it is possible that a new COVID variant is expected to go up flu-related hospitalizations this season.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: possible
verbal_descriptor_change: is expected to go up
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: flu-related hospitalizations this season
source_base: null
source_new: Epidemiologists at WHO"
University College London study say it is realistic that a new COVID variant may climb hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: University College London study"
Public health researchers at Harvard say it is likely that a new COVID variant could grow ICU admissions this fall.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: likely
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: ICU admissions this fall
source_base: null
source_new: Public health researchers at Harvard"
A recent CDC advisory say it is expected that a new COVID variant is likely to intensify emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: is likely to intensify
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: A recent CDC advisory"
Epidemiologists at WHO say it is plausible that a new COVID variant may increase infection rates among older adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: plausible
verbal_descriptor_change: may increase
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: infection rates among older adults
source_base: null
source_new: Epidemiologists at WHO"
German Robert Koch Institute say it is realistic that a new COVID variant is expected to go up reinfection rates by spring.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: is expected to go up
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: reinfection rates by spring
source_base: null
source_new: German Robert Koch Institute"
Health experts from Stanford say it is expected that a new COVID variant is expected to go up COVID-related deaths over the holidays.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: is expected to go up
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: COVID-related deaths over the holidays
source_base: null
source_new: Health experts from Stanford"
European Centre for Disease Prevention and Control say it is expected that a new COVID variant may climb infection rates among older adults.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: may climb
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: infection rates among older adults
source_base: null
source_new: European Centre for Disease Prevention and Control"
Public health researchers at Harvard say it is likely that a new COVID variant might rise emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: likely
verbal_descriptor_change: might rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: Public health researchers at Harvard"
French National Institute of Health say it is realistic that a new COVID variant is projected to rise hospital burden in early 2025.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: realistic
verbal_descriptor_change: is projected to rise
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: hospital burden in early 2025
source_base: null
source_new: French National Institute of Health"
European Centre for Disease Prevention and Control say it is expected that a new COVID variant could escalate flu-related hospitalizations this season.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: expected
verbal_descriptor_change: could escalate
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: flu-related hospitalizations this season
source_base: null
source_new: European Centre for Disease Prevention and Control"
Epidemiologists at WHO say it is very likely that a new COVID variant could grow emergency room visits due to respiratory viruses.,"risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: very likely
verbal_descriptor_change: could grow
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: null
reference_class_description_new: emergency room visits due to respiratory viruses
source_base: null
source_new: Epidemiologists at WHO"
"An observational cohort in South Korea demonstrated that among hospitalized COVID-19 patients, 528 were unvaccinated while 41 were fully vaccinated. Vaccinated individuals showed a reduced probability of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced probability
reference_class_size_base: 528
reference_class_size_new: 41
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: An observational cohort in South Korea demonstrated"
"According to a study by the CDC that among hospitalized COVID-19 patients, 619 were unvaccinated while 48 were fully vaccinated. Vaccinated individuals showed a decreased chance of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: decreased chance
reference_class_size_base: 619
reference_class_size_new: 48
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: According to a study by the CDC"
"According to a study by the CDC that among hospitalized COVID-19 patients, 562 were unvaccinated while 49 were fully vaccinated. Vaccinated individuals showed a decreased likelihood of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: decreased likelihood
reference_class_size_base: 562
reference_class_size_new: 49
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: According to a study by the CDC"
"Data from hospitals in Germany revealed that among hospitalized COVID-19 patients, 422 were unvaccinated while 38 were fully vaccinated. Vaccinated individuals showed a diminished risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: diminished risk
reference_class_size_base: 422
reference_class_size_new: 38
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Data from hospitals in Germany revealed"
"According to a study by the CDC that among hospitalized COVID-19 patients, 442 were unvaccinated while 69 were fully vaccinated. Vaccinated individuals showed a lower odds of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: lower odds
reference_class_size_base: 442
reference_class_size_new: 69
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: According to a study by the CDC"
"Analysis from Johns Hopkins epidemiologists indicated that among hospitalized COVID-19 patients, 746 were unvaccinated while 51 were fully vaccinated. Vaccinated individuals showed a reduced likelihood of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: reduced likelihood
reference_class_size_base: 746
reference_class_size_new: 51
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Analysis from Johns Hopkins epidemiologists indicated"
"Research from the Mayo Clinic found that among hospitalized COVID-19 patients, 500 were unvaccinated while 54 were fully vaccinated. Vaccinated individuals showed a diminished risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: diminished risk
reference_class_size_base: 500
reference_class_size_new: 54
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Research from the Mayo Clinic found"
"Israeli Ministry of Health data show that among hospitalized COVID-19 patients, 570 were unvaccinated while 56 were fully vaccinated. Vaccinated individuals showed a diminished risk of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: diminished risk
reference_class_size_base: 570
reference_class_size_new: 56
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: Israeli Ministry of Health data show"
"An observational cohort in South Korea demonstrated that among hospitalized COVID-19 patients, 703 were unvaccinated while 29 were fully vaccinated. Vaccinated individuals showed a less likely of requiring intensive care.","risk_communication: 1
unrelated_risks: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: less likely
reference_class_size_base: 703
reference_class_size_new: 29
reference_class_description_base: hospitalized COVID-19 patients
reference_class_description_new: hospitalized COVID-19 patients
source_base: null
source_new: An observational cohort in South Korea demonstrated"
